"Block"	"Column"	"Row"	"ID"	"spot"	"B635.SD"	"Name"	"Category"
6	4	5	"GAGE4"	"GAGE4"	NA	NA	"analyte probe"
6	5	5	"GRWD1"	"GRWD1"	NA	NA	"analyte probe"
6	6	5	"LIP1"	"LIP1"	NA	NA	"analyte probe"
6	7	5	"p53"	"p53"	NA	NA	"analyte probe"
6	8	5	"NY-ESO-1 ORF2"	"NY-ESO-1 ORF2"	NA	NA	"analyte probe"
6	1	6	"SGY-1"	"SGY-1"	NA	NA	"analyte probe"
6	2	6	"SPANXB1"	"SPANXB1"	NA	NA	"analyte probe"
6	3	6	"SSX1"	"SSX1"	NA	NA	"analyte probe"
6	4	6	"MAPK1"	"MAPK1"	NA	NA	"analyte probe"
6	5	6	"SRC"	"SRC"	NA	NA	"analyte probe"
6	6	6	"CTNNB1"	"CTNNB1"	NA	NA	"analyte probe"
6	7	6	"biotin-ahIgG"	"biotin-ahIgG"	NA	NA	"removed probe"
6	8	6	"Buffer"	"Buffer"	NA	NA	"analyte probe"
6	1	7	"cytochrome P450 reductase"	"cytochrome P450 reductase"	NA	NA	"analyte probe"
6	2	7	"P53 T18A"	"P53 T18A"	NA	NA	"analyte probe"
6	3	7	"cytochrome P450 reductase"	"cytochrome P450 reductase"	NA	NA	"analyte probe"
6	4	7	"biotin-ahIgG"	"biotin-ahIgG"	NA	NA	"removed probe"
6	5	7	"cytochrome P450 reductase"	"cytochrome P450 reductase"	NA	NA	"analyte probe"
6	6	7	"biotin-ahIgG"	"biotin-ahIgG"	NA	NA	"removed probe"
6	7	7	"empty"	"empty"	NA	NA	"removed probe"
6	8	7	"empty"	"empty"	NA	NA	"removed probe"
6	1	8	"POU5F1/OCT3/OCT4A var. 1"	"POU5F1/OCT3/OCT4A var. 1"	NA	NA	"analyte probe"
6	2	8	"DPPA3"	"DPPA3"	NA	NA	"analyte probe"
6	3	8	"POU5F1/OCT3/OCT4A var. 1"	"POU5F1/OCT3/OCT4A var. 1"	NA	NA	"analyte probe"
6	4	8	"DPPA3"	"DPPA3"	NA	NA	"analyte probe"
6	5	8	"POU5F1/OCT3/OCT4A var. 1"	"POU5F1/OCT3/OCT4A var. 1"	NA	NA	"analyte probe"
6	6	8	"DPPA3"	"DPPA3"	NA	NA	"analyte probe"
6	7	8	"empty"	"empty"	NA	NA	"removed probe"
6	8	8	"empty"	"empty"	NA	NA	"removed probe"
7	1	1	"Cy5 BSA 5ng/ul"	"Cy5 BSA 5ng/ul"	NA	NA	"control probe"
7	2	1	"Cy5 BSA 10ng/ul"	"Cy5 BSA 10ng/ul"	NA	NA	"control probe"
7	3	1	"Cy5 BSA 15ng/ul"	"Cy5 BSA 15ng/ul"	NA	NA	"control probe"
7	4	1	"GAGE2A"	"GAGE2A"	NA	NA	"analyte probe"
7	5	1	"GAGE7"	"GAGE7"	NA	NA	"analyte probe"
7	6	1	"LEMD1"	"LEMD1"	NA	NA	"analyte probe"
7	7	1	"OIP5"	"OIP5"	NA	NA	"analyte probe"
7	8	1	"CAMEL"	"CAMEL"	NA	NA	"analyte probe"
7	1	2	"ROPN1"	"ROPN1"	NA	NA	"analyte probe"
7	2	2	"SPANXA1"	"SPANXA1"	NA	NA	"analyte probe"
7	3	2	"SPO11"	"SPO11"	NA	NA	"analyte probe"
7	4	2	"FGFR2"	"FGFR2"	NA	NA	"analyte probe"
7	5	2	"RAF"	"RAF"	NA	NA	"analyte probe"
7	6	2	"CREB1"	"CREB1"	NA	NA	"analyte probe"
7	7	2	"p53 S15A"	"p53 S15A"	NA	NA	"analyte probe"
7	8	2	"Buffer"	"Buffer"	NA	NA	"analyte probe"
7	1	3	"Cy5 BSA 5ng/ul"	"Cy5 BSA 5ng/ul"	NA	NA	"control probe"
7	2	3	"Cy5 BSA 10ng/ul"	"Cy5 BSA 10ng/ul"	NA	NA	"control probe"
7	3	3	"Cy5 BSA 15ng/ul"	"Cy5 BSA 15ng/ul"	NA	NA	"control probe"
7	4	3	"GAGE2A"	"GAGE2A"	NA	NA	"analyte probe"
7	5	3	"GAGE7"	"GAGE7"	NA	NA	"analyte probe"
7	6	3	"LEMD1"	"LEMD1"	NA	NA	"analyte probe"
7	7	3	"OIP5"	"OIP5"	NA	NA	"analyte probe"
7	8	3	"CAMEL"	"CAMEL"	NA	NA	"analyte probe"
7	1	4	"ROPN1"	"ROPN1"	NA	NA	"analyte probe"
7	2	4	"SPANXA1"	"SPANXA1"	NA	NA	"analyte probe"
7	3	4	"SPO11"	"SPO11"	NA	NA	"analyte probe"
7	4	4	"FGFR2"	"FGFR2"	NA	NA	"analyte probe"
7	5	4	"RAF"	"RAF"	NA	NA	"analyte probe"
7	6	4	"CREB1"	"CREB1"	NA	NA	"analyte probe"
7	7	4	"p53 S15A"	"p53 S15A"	NA	NA	"analyte probe"
7	8	4	"Buffer"	"Buffer"	NA	NA	"analyte probe"
7	1	5	"Cy5 BSA 5ng/ul"	"Cy5 BSA 5ng/ul"	NA	NA	"control probe"
7	2	5	"Cy5 BSA 10ng/ul"	"Cy5 BSA 10ng/ul"	NA	NA	"control probe"
7	3	5	"Cy5 BSA 15ng/ul"	"Cy5 BSA 15ng/ul"	NA	NA	"control probe"
7	4	5	"GAGE2A"	"GAGE2A"	NA	NA	"analyte probe"
7	5	5	"GAGE7"	"GAGE7"	NA	NA	"analyte probe"
7	6	5	"LEMD1"	"LEMD1"	NA	NA	"analyte probe"
7	7	5	"OIP5"	"OIP5"	NA	NA	"analyte probe"
7	8	5	"CAMEL"	"CAMEL"	NA	NA	"analyte probe"
7	1	6	"ROPN1"	"ROPN1"	NA	NA	"analyte probe"
7	2	6	"SPANXA1"	"SPANXA1"	NA	NA	"analyte probe"
7	3	6	"SPO11"	"SPO11"	NA	NA	"analyte probe"
7	4	6	"FGFR2"	"FGFR2"	NA	NA	"analyte probe"
7	5	6	"RAF"	"RAF"	NA	NA	"analyte probe"
7	6	6	"CREB1"	"CREB1"	NA	NA	"analyte probe"
7	7	6	"Buffer"	"Buffer"	NA	NA	"analyte probe"
7	8	6	"Buffer"	"Buffer"	NA	NA	"analyte probe"
7	1	7	"cytochrome P450 3A4"	"cytochrome P450 3A4"	NA	NA	"analyte probe"
7	2	7	"p53 S15A"	"p53 S15A"	NA	NA	"analyte probe"
7	3	7	"cytochrome P450 3A4"	"cytochrome P450 3A4"	NA	NA	"analyte probe"
7	4	7	"Buffer"	"Buffer"	NA	NA	"analyte probe"
7	5	7	"cytochrome P450 3A4"	"cytochrome P450 3A4"	NA	NA	"analyte probe"
7	6	7	"Buffer"	"Buffer"	NA	NA	"analyte probe"
7	7	7	"empty"	"empty"	NA	NA	"removed probe"
7	8	7	"empty"	"empty"	NA	NA	"removed probe"
7	1	8	"CEACAM 1 isoform 1"	"CEACAM 1 isoform 1"	NA	NA	"analyte probe"
7	2	8	"DPPA4"	"DPPA4"	NA	NA	"analyte probe"
7	3	8	"CEACAM 1 isoform 1"	"CEACAM 1 isoform 1"	NA	NA	"analyte probe"
7	4	8	"DPPA4"	"DPPA4"	NA	NA	"analyte probe"
7	5	8	"CEACAM 1 isoform 1"	"CEACAM 1 isoform 1"	NA	NA	"analyte probe"
7	6	8	"DPPA4"	"DPPA4"	NA	NA	"analyte probe"
7	7	8	"empty"	"empty"	NA	NA	"removed probe"
7	8	8	"empty"	"empty"	NA	NA	"removed probe"
8	1	1	"Cy5 BSA 5ng/ul"	"Cy5 BSA 5ng/ul"	NA	NA	"control probe"
8	2	1	"Cy5 BSA 10ng/ul"	"Cy5 BSA 10ng/ul"	NA	NA	"control probe"
8	3	1	"Cy5 BSA 15ng/ul"	"Cy5 BSA 15ng/ul"	NA	NA	"control probe"
8	4	1	"GAGE1"	"GAGE1"	NA	NA	"analyte probe"
8	5	1	"GAGE6"	"GAGE6"	NA	NA	"analyte probe"
8	6	1	"LDHC"	"LDHC"	NA	NA	"analyte probe"
8	7	1	"NY-ESO-1"	"NY-ESO-1"	NA	NA	"analyte probe"
8	8	1	"CTAG2/LAGE-1b/LAGE-1L"	"CTAG2/LAGE-1b/LAGE-1L"	NA	NA	"analyte probe"
8	1	2	"RELT"	"RELT"	NA	NA	"analyte probe"
8	2	2	"SPAG9"	"SPAG9"	NA	NA	"analyte probe"
8	3	2	"SPANXD"	"SPANXD"	NA	NA	"analyte probe"
8	4	2	"FES"	"FES"	NA	NA	"analyte probe"
8	5	2	"PRKCZ"	"PRKCZ"	NA	NA	"analyte probe"
8	6	2	"CDC25A"	"CDC25A"	NA	NA	"analyte probe"
8	7	2	"p53 C141Y"	"p53 C141Y"	NA	NA	"analyte probe"
8	8	2	"Buffer"	"Buffer"	NA	NA	"analyte probe"
8	1	3	"Cy5 BSA 5ng/ul"	"Cy5 BSA 5ng/ul"	NA	NA	"control probe"
8	2	3	"Cy5 BSA 10ng/ul"	"Cy5 BSA 10ng/ul"	NA	NA	"control probe"
8	3	3	"Cy5 BSA 15ng/ul"	"Cy5 BSA 15ng/ul"	NA	NA	"control probe"
8	4	3	"GAGE1"	"GAGE1"	NA	NA	"analyte probe"
8	5	3	"GAGE6"	"GAGE6"	NA	NA	"analyte probe"
8	6	3	"LDHC"	"LDHC"	NA	NA	"analyte probe"
8	7	3	"NY-ESO-1"	"NY-ESO-1"	NA	NA	"analyte probe"
8	8	3	"CTAG2/LAGE-1b/LAGE-1L"	"CTAG2/LAGE-1b/LAGE-1L"	NA	NA	"analyte probe"
8	1	4	"RELT"	"RELT"	NA	NA	"analyte probe"
8	2	4	"SPAG9"	"SPAG9"	NA	NA	"analyte probe"
8	3	4	"SPANXD"	"SPANXD"	NA	NA	"analyte probe"
8	4	4	"FES"	"FES"	NA	NA	"analyte probe"
8	5	4	"PRKCZ"	"PRKCZ"	NA	NA	"analyte probe"
8	6	4	"CDC25A"	"CDC25A"	NA	NA	"analyte probe"
8	7	4	"p53 C141Y"	"p53 C141Y"	NA	NA	"analyte probe"
8	8	4	"Buffer"	"Buffer"	NA	NA	"analyte probe"
8	1	5	"Cy5 BSA 5ng/ul"	"Cy5 BSA 5ng/ul"	NA	NA	"control probe"
8	2	5	"Cy5 BSA 10ng/ul"	"Cy5 BSA 10ng/ul"	NA	NA	"control probe"
8	3	5	"Cy5 BSA 15ng/ul"	"Cy5 BSA 15ng/ul"	NA	NA	"control probe"
8	4	5	"GAGE1"	"GAGE1"	NA	NA	"analyte probe"
8	5	5	"GAGE6"	"GAGE6"	NA	NA	"analyte probe"
8	6	5	"LDHC"	"LDHC"	NA	NA	"analyte probe"
8	7	5	"NY-ESO-1"	"NY-ESO-1"	NA	NA	"analyte probe"
8	8	5	"CTAG2/LAGE-1b/LAGE-1L"	"CTAG2/LAGE-1b/LAGE-1L"	NA	NA	"analyte probe"
8	1	6	"RELT"	"RELT"	NA	NA	"analyte probe"
8	2	6	"SPAG9"	"SPAG9"	NA	NA	"analyte probe"
8	3	6	"SPANXD"	"SPANXD"	NA	NA	"analyte probe"
8	4	6	"FES"	"FES"	NA	NA	"analyte probe"
8	5	6	"PRKCZ"	"PRKCZ"	NA	NA	"analyte probe"
8	6	6	"CDC25A"	"CDC25A"	NA	NA	"analyte probe"
8	7	6	"FTHL17"	"FTHL17"	NA	NA	"analyte probe"
8	8	6	"Buffer"	"Buffer"	NA	NA	"analyte probe"
8	1	7	"p53 L344P"	"p53 L344P"	NA	NA	"analyte probe"
8	2	7	"p53 C141Y"	"p53 C141Y"	NA	NA	"analyte probe"
8	3	7	"p53 L344P"	"p53 L344P"	NA	NA	"analyte probe"
8	4	7	"FTHL17"	"FTHL17"	NA	NA	"analyte probe"
8	5	7	"p53 L344P"	"p53 L344P"	NA	NA	"analyte probe"
8	6	7	"FTHL17"	"FTHL17"	NA	NA	"analyte probe"
8	7	7	"empty"	"empty"	NA	NA	"removed probe"
8	8	7	"empty"	"empty"	NA	NA	"removed probe"
8	1	8	"ROPN1A"	"ROPN1A"	NA	NA	"analyte probe"
8	2	8	"BORIS B0"	"BORIS B0"	NA	NA	"analyte probe"
8	3	8	"ROPN1A"	"ROPN1A"	NA	NA	"analyte probe"
8	4	8	"BORIS B0"	"BORIS B0"	NA	NA	"analyte probe"
8	5	8	"ROPN1A"	"ROPN1A"	NA	NA	"analyte probe"
8	6	8	"BORIS B0"	"BORIS B0"	NA	NA	"analyte probe"
8	7	8	"empty"	"empty"	NA	NA	"removed probe"
8	8	8	"empty"	"empty"	NA	NA	"removed probe"
