"Block"	"Column"	"Row"	"ID"	"Name"	"Gene_symbol"	"spot"	"Category"
1	40	26	"PLTD_N01"	"Homo_sapiens_zinc_fingers_and_homeoboxes_2"	"ZHX2"	"ZHX2"	"analyte"
1	41	26	"PLTD_N02"	"Homo_sapiens_apoptosis-inducing_factor_(AIF)-like_mitochondrion-associated_inducer_of_death"	"zzzz_AIFM2"	"zzzz_AIFM2"	"control"
1	42	26	"PLTD_N03"	"Homo_sapiens_keratin_4"	"KRT4"	"KRT4"	"analyte"
1	43	26	"PLTD_O01"	"Homo_sapiens_nuclear_DNA-binding_protein_transcript_variant_1"	"C1D"	"C1D"	"analyte"
1	44	26	"PLTD_O02"	"Homo_sapiens_serine/threonine_kinase_4_(STK4)"	"STK4"	"STK4"	"analyte"
1	45	26	"PLTD_O03"	"Homo_sapiens_geranylgeranyl_diphosphate_synthase_1"	"GGPS1"	"GGPS1"	"analyte"
1	46	26	"PLTD_P01"	"Homo_sapiens_BR_serine/threonine_kinase_1"	"BRSK1"	"BRSK1"	"analyte"
1	47	26	"PLTD_P02"	"Homo_sapiens_TIA1_cytotoxic_granule-associated_RNA_binding_protein"	"zzzz_TIA1"	"zzzz_TIA1"	"control"
1	48	26	"PLTD_P03"	"Homo_sapiens_pantothenate_kinase_3"	"PANK3"	"PANK3"	"analyte"
1	1	27	"PLTD_A04"	"Homo_sapiens_phosphatidylinositol-4-phosphate_5-kinase_type_II_beta_transcript_variant_2"	"PI42B"	"PI42B"	"analyte"
1	2	27	"PLTD_A05"	"Homo_sapiens_seven_in_absentia_homolog_1_(Drosophila)_transcript_variant_2"	"SIAH1"	"SIAH1"	"analyte"
1	3	27	"PLTD_A06"	"Homo_sapiens_glycerol_kinase_transcript_variant_2"	"GK"	"GK"	"analyte"
1	4	27	"PLTD_B04"	"Homo_sapiens_AF4/FMR2_family_member_4"	"zzzz_AFF4"	"zzzz_AFF4"	"control"
1	5	27	"PLTD_B05"	"Homo_sapiens_absent_in_melanoma_2"	"AIM2"	"AIM2"	"analyte"
1	6	27	"PLTD_B06"	"Homo_sapiens_TAF15_RNA_polymerase_II_TATA_box_binding_protein_(TBP)-associated_factor_68kDa"	"zzzz_TAF15"	"zzzz_TAF15"	"control"
1	7	27	"PLTD_C04"	"Homo_sapiens_kallikrein_3_(prostate_specific_antigen)_transcript_variant_1"	"KLK3"	"KLK3"	"analyte"
1	8	27	"PLTD_C05"	"Homo_sapiens_RNA_binding_motif_protein_6"	"RBM6"	"RBM6"	"analyte"
1	9	27	"PLTD_C06"	"Homo_sapiens_HRH2_histamine_receptor_H2"	"HRH2"	"HRH2"	"analyte"
1	10	27	"PLTD_D04"	"Homo_sapiens_suppressor_of_cytokine_signaling_2"	"SOCS2"	"SOCS2"	"analyte"
1	11	27	"PLTD_D05"	"Homo_sapiens_nuclear_receptor_binding_factor_2"	"NRBF2"	"NRBF2"	"analyte"
1	12	27	"PLTD_D06"	"Homo_sapiens_neurogenic_differentiation_1"	"NEUROD1"	"NEUROD1"	"analyte"
1	13	27	"PLTD_E04"	"Homo_sapiens_5-hydroxytryptamine_(serotonin)_receptor_1D"	"HTR1D"	"HTR1D"	"analyte"
1	14	27	"PLTD_E05"	"Homo_sapiens_target_of_myb1_(chicken)"	"TOM1"	"TOM1"	"analyte"
1	15	27	"PLTD_E06"	"Homo_sapiens_phosphomevalonate_kinase"	"PMVK"	"PMVK"	"analyte"
1	16	27	"PLTD_F04"	"Homo_sapiens_cartilage_paired-class_homeoprotein_1"	"ALX1"	"ALX1"	"analyte"
1	17	27	"PLTD_F05"	"Homo_sapiens_baculoviral_IAP_repeat-containing_7_(livin)_transcript_variant_1"	"zzzz_BIRC7"	"zzzz_BIRC7"	"control"
1	18	27	"PLTD_F06"	"Homo_sapiens_ring_finger_protein_12_transcript_variant_1"	"zzzzz_RLIM"	"zzzzz_RLIM"	"control"
1	19	27	"PLTD_G04"	"Homo_sapiens_deoxyguanosine_kinase_transcript_variant_1"	"DGUOK"	"DGUOK"	"analyte"
1	20	27	"PLTD_G05"	"Homo_sapiens_SEC14L2_SEC14-like_2_(S._cerevisiae)"	"SEC14L2"	"SEC14L2"	"analyte"
1	21	27	"PLTD_G06"	"Homo_sapiens_inositol_145-trisphosphate_3-kinase_B"	"ITPKB"	"ITPKB"	"analyte"
1	22	27	"PLTD_H04"	"Homo_sapiens_DYRK3_dual-specificity_tyrosine-(Y)-phosphorylation_regulated_kinase_3"	"DYRK3"	"DYRK3"	"analyte"
1	23	27	"PLTD_H05"	"Homo_sapiens_fibroblast_growth_factor_receptor_substrate_2"	"zzzzz_FRS2"	"zzzzz_FRS2"	"control"
1	24	27	"PLTD_H06"	"Homo_sapiens_CDK15_cyclin-dependent_kinase_15"	"zzzz_PFTK2"	"zzzz_PFTK2"	"control"
1	25	27	"PLTD_I04"	"Homo_sapiens_discoidin_domain_receptor_family_member_1_transcript_variant_2"	"DDR1_int"	"DDR1_int"	"analyte"
1	26	27	"PLTD_I05"	"Homo_sapiens_amyloid_beta_precursor_protein_binding_protein_1_transcript_variant_1"	"NAE1"	"NAE1"	"analyte"
1	27	27	"PLTD_I06"	"Homo_sapiens_discoidin_domain_receptor_family_member_1_transcript_variant_2"	"DDR1_ext"	"DDR1_ext"	"analyte"
1	28	27	"PLTD_J04"	"Homo_sapiens_dual-specificity_tyrosine-(Y)-phosphorylation_regulated_kinase_4"	"zzzz_DYRK4"	"zzzz_DYRK4"	"control"
1	29	27	"PLTD_J05"	"Homo_sapiens_ubiquitin-activating_enzyme_E1C_(UBA3_homolog_yeast)_transcript_variant_1"	"UBA3"	"UBA3"	"analyte"
1	30	27	"PLTD_J06"	"Homo_sapiens_fyn-related_kinase"	"zzzz_FRK"	"zzzz_FRK"	"control"
1	31	27	"PLTD_K04"	"Homo_sapiens_fibroblast_growth_factor_receptor_4_transcript_variant_3"	"FGFR4_int"	"FGFR4_int"	"analyte"
1	32	27	"PLTD_K05"	"Homo_sapiens_interferon-induced_protein_with_tetratricopeptide_repeats_3"	"zzzzz_IFIT3"	"zzzzz_IFIT3"	"control"
1	33	27	"PLTD_K06"	"Homo_sapiens_fibroblast_growth_factor_receptor_4_transcript_variant_3"	"FGFR4_ext"	"FGFR4_ext"	"analyte"
1	34	27	"PLTD_L04"	"Homo_sapiens_MAX_interactor_1_transcript_variant_3"	"zzzz_MXI1"	"zzzz_MXI1"	"control"
1	35	27	"PLTD_L05"	"Homo_sapiens_GRB2-related_adaptor_protein_2"	"GRAP2"	"GRAP2"	"analyte"
1	36	27	"PLTD_L06"	"Homo_sapiens_engulfment_and_cell_motility_3_(ced-12_homolog_C._elegans)"	"zzzz_ELMO3"	"zzzz_ELMO3"	"control"
1	37	27	"PLTD_M04"	"Homo_sapiens_tyrosine_kinase_with_immunoglobulin-like_and_EGF-like_domains_1"	"TIE1_int"	"TIE1_int"	"analyte"
1	38	27	"PLTD_M05"	"Homo_sapiens_zinc_finger_protein_496"	"ZNF496"	"ZNF496"	"analyte"
1	39	27	"PLTD_M06"	"Homo_sapiens_TYRO3_protein_tyrosine_kinase"	"TYRO3_int"	"TYRO3_int"	"analyte"
1	40	27	"PLTD_N04"	"Homo_sapiens_OTX1_orthodenticle_homeobox_1"	"zzzz_OTX1"	"zzzz_OTX1"	"control"
1	41	27	"PLTD_N05"	"Homo_sapiens_axin_1_transcript_variant_2"	"AXIN1"	"AXIN1"	"analyte"
1	42	27	"PLTD_N06"	"Homo_sapiens_preimplantation_protein_3_transcript_variant_1"	"zzzz_MOBKL3"	"zzzz_MOBKL3"	"control"
1	43	27	"PLTD_O04"	"Homo_sapiens_BUB1_budding_uninhibited_by_benzimidazoles_1_homolog_(yeast)_clone_MGC:39991"	"BUB1"	"BUB1"	"analyte"
1	44	27	"PLTD_O05"	"Homo_sapiens_S100_calcium_binding_protein_A8_(calgranulin_A)"	"S100A8"	"S100A8"	"analyte"
1	45	27	"PLTD_O06"	"Homo_sapiens_polo_(Drosophia)-like_kinase_clone_MGC:8502"	"PLK1"	"PLK1"	"analyte"
1	46	27	"PLTD_P04"	"Homo_sapiens_SART3_squamous_cell_carcinoma_antigen_recognized_by_T_cells_3"	"SART3"	"SART3"	"analyte"
1	47	27	"PLTD_P05"	"Homo_sapiens_adenylate_kinase_3"	"AK3"	"AK3"	"analyte"
1	48	27	"PLTD_P06"	"Homo_sapiens_AIFM1_apoptosis-inducing_factor_mitochondrion-associated_1"	"AIFM1"	"AIFM1"	"analyte"
1	1	28	"PLTD_A07"	"Homo_sapiens_caspase_10_apoptosis-related_cysteine_protease"	"CASP10"	"CASP10"	"analyte"
1	2	28	"PLTD_A08"	"Homo_sapiens_interleukin_8_receptor_beta"	"CXCR2"	"CXCR2"	"analyte"
1	3	28	"PLTD_A09"	"Homo_sapiens_FK506_binding_protein_5"	"FKBP5"	"FKBP5"	"analyte"
1	4	28	"PLTD_B07"	"Homo_sapiens_dual_specificity_phosphatase_13"	"DUSP13"	"DUSP13"	"analyte"
1	5	28	"PLTD_B08"	"Homo_sapiens_CDK4_cyclin-dependent_kinase_4"	"zzzz_CDK4"	"zzzz_CDK4"	"control"
1	6	28	"PLTD_B09"	"Homo_sapiens_palate_lung_and_nasal_epithelium_carcinoma_associated_transcript_variant_1"	"BPIFA1"	"BPIFA1"	"analyte"
1	7	28	"PLTD_C07"	"Homo_sapiens_vacuolar_protein_sorting_4A_(yeast)"	"VPS4A"	"VPS4A"	"analyte"
1	8	28	"PLTD_C08"	"Homo_sapiens_membrane_protein_palmitoylated_3_(MAGUK_p55_subfamily_member_3)"	"MPP3"	"MPP3"	"analyte"
1	9	28	"PLTD_C09"	"Homo_sapiens_zinc_finger_protein_38"	"ZSCAN21"	"ZSCAN21"	"analyte"
1	10	28	"PLTD_D07"	"Homo_sapiens_ribosomal_protein_L11"	"RPL11"	"RPL11"	"analyte"
1	11	28	"PLTD_D08"	"0"	"zzz_pPRO9"	"zzz_pPRO9"	"control"
1	12	28	"PLTD_D09"	"Homo_sapiens_paired-like_homeodomain_transcription_factor_2_transcript_variant_3"	"PITX2"	"PITX2"	"analyte"
1	13	28	"PLTD_E07"	"Homo_sapiens_lymphoid_enhancer-binding_factor_1"	"LEF1"	"LEF1"	"analyte"
1	14	28	"PLTD_E08"	"Homo_sapiens_chromosome_1_open_reading_frame_57"	"NTPCR"	"NTPCR"	"analyte"
1	15	28	"PLTD_E09"	"Homo_sapiens_doublecortin_domain_containing_2"	"DCDC2"	"DCDC2"	"analyte"
1	16	28	"PLTD_F07"	"Homo_sapiens_ras_homolog_gene_family_member_T2"	"RHOT2"	"RHOT2"	"analyte"
1	17	28	"PLTD_F08"	"Homo_sapiens_hypothetical_protein_FLJ12089"	"zzzz_LASS4"	"zzzz_LASS4"	"control"
1	18	28	"PLTD_F09"	"Homo_sapiens_BCR_downstream_signaling_1"	"zzzz_STAP1"	"zzzz_STAP1"	"control"
1	19	28	"PLTD_G07"	"Homo_sapiens_ELK1_member_of_ETS_oncogene_family"	"ELK1"	"ELK1"	"analyte"
1	20	28	"PLTD_G08"	"Homo_sapiens_cytidylate_kinase"	"CMPK1"	"CMPK1"	"analyte"
1	21	28	"PLTD_G09"	"Homo_sapiens_NADH_dehydrogenase_(ubiquinone)_1_alpha/beta_subcomplex_1_8kDa"	"NDUFAB1"	"NDUFAB1"	"analyte"
1	22	28	"PLTD_H07"	"Homo_sapiens_protein_tyrosine_phosphatase_type_IVA_member_1"	"PTP4A1"	"PTP4A1"	"analyte"
1	23	28	"PLTD_H08"	"Homo_sapiens_PSKH1_protein_serine_kinase_H1"	"zzzz_PSKH1"	"zzzz_PSKH1"	"control"
1	24	28	"PLTD_H09"	"Homo_sapiens_dual_specificity_phosphatase_24_(putative)"	"STYXL1"	"STYXL1"	"analyte"
1	25	28	"PLTD_I07"	"Homo_sapiens_MXD3_MAX_dimerization_protein_3"	"zzzzz_MXD3"	"zzzzz_MXD3"	"control"
1	26	28	"PLTD_I08"	"Homo_sapiens_epidermal_growth_factor_receptor_(erythroblastic_leukemia_viral_(v-erb-b)_oncogene_homolog_avian)"	"EGFR_int"	"EGFR_int"	"analyte"
1	27	28	"PLTD_I09"	"Homo_sapiens_hypothetical_protein_MGC2749"	"KXD1"	"KXD1"	"analyte"
1	28	28	"PLTD_J07"	"Homo_sapiens_C4BPA_complement_component_4_binding_protein_alpha"	"C4BPA"	"C4BPA"	"analyte"
1	29	28	"PLTD_J08"	"Homo_sapiens_neurotrophic_tyrosine_kinase_receptor_type_2"	"zzzz_NTRK2"	"zzzz_NTRK2"	"control"
1	30	28	"PLTD_J09"	"Homo_sapiens_ZKSCAN1_zinc_finger_with_KRAB_and_SCAN_domains_1"	"zzzz_ZKSCAN1"	"zzzz_ZKSCAN1"	"control"
1	31	28	"PLTD_K07"	"Homo_sapiens_thyroid_hormone_receptor_interactor_6"	"zzzzz_TRIP6"	"zzzzz_TRIP6"	"control"
1	32	28	"PLTD_K08"	"Homo_sapiens_v-kit_Hardy-Zuckerman_4_feline_sarcoma_viral_oncogene_homolog"	"KIT_int"	"KIT_int"	"analyte"
1	33	28	"PLTD_K09"	"Homo_sapiens_activation-induced_cytidine_deaminase"	"AICDA"	"AICDA"	"analyte"
1	34	28	"PLTD_L07"	"Homo_sapiens_hypothetical_protein_FLJ20432"	"TRMT10C"	"TRMT10C"	"analyte"
1	35	28	"PLTD_L08"	"Homo_sapiens_POU3F2_POU_class_3_homeobox_2"	"zzzz_POU3F2"	"zzzz_POU3F2"	"control"
1	36	28	"PLTD_L09"	"Homo_sapiens_cell_death-inducing_DFFA-like_effector_b"	"CIDEB"	"CIDEB"	"analyte"
1	37	28	"PLTD_M07"	"Homo_sapiens_OTX1_orthodenticle_homeobox_1"	"zzzzz_OTX1"	"zzzzz_OTX1"	"control"
1	38	28	"PLTD_M08"	"Homo_sapiens_cell_division_cycle_2-like_1_(PITSLRE_proteins)_(CDC2L1)_transcript_variant_6"	"CDK11B"	"CDK11B"	"analyte"
1	39	28	"PLTD_M09"	"Homo_sapiens_RAS-like_estrogen-regulated_growth_inhibitor"	"RERG"	"RERG"	"analyte"
1	40	28	"PLTD_N07"	"Homo_sapiens_upstream_transcription_factor_2_c-fos_interacting_transcript_variant_1"	"USF2"	"USF2"	"analyte"
1	41	28	"PLTD_N08"	"Homo_sapiens_ubiquitously-expressed_transcript"	"UXT"	"UXT"	"analyte"
1	42	28	"PLTD_N09"	"Homo_sapiens_alpha-2-HS-glycoprotein"	"AHSG"	"AHSG"	"analyte"
1	43	28	"PLTD_O07"	"Homo_sapiens_homeo_box_B13"	"HOXB13"	"HOXB13"	"analyte"
1	44	28	"PLTD_O08"	"Homo_sapiens_ribosomal_protein_S6_kinase_90kDa_polypeptide_5_transcript_variant_2"	"RPS6KA5"	"RPS6KA5"	"analyte"
1	45	28	"PLTD_O09"	"Homo_sapiens_interferon-induced_protein_with_tetratricopeptide_repeats_1"	"IFIT1"	"IFIT1"	"analyte"
1	46	28	"PLTD_P07"	"Homo_sapiens_carbohydrate_kinase-like"	"SHPK"	"SHPK"	"analyte"
1	47	28	"PLTD_P08"	"Homo_sapiens_TYR_tyrosinase_(oculocutaneous_albinism_IA)"	"zzzz_TYR"	"zzzz_TYR"	"control"
1	48	28	"PLTD_P09"	"Homo_sapiens_PIP5K1B_phosphatidylinositol-4-phosphate_5-kinase_type_I_beta"	"PIP5K1B"	"PIP5K1B"	"analyte"
1	1	29	"PLTD_A10"	"Homo_sapiens_thioredoxin_domain_containing_3_(spermatozoa)"	"NME8"	"NME8"	"analyte"
1	2	29	"PLTD_A11"	"Homo_sapiens_zinc_finger_protein_305"	"ZSCAN12"	"ZSCAN12"	"analyte"
1	3	29	"PLTD_A12"	"Homo_sapiens_phosphoribosyl_pyrophosphate_synthetase_2"	"PRPS2"	"PRPS2"	"analyte"
1	4	29	"PLTD_B10"	"Homo_sapiens_BCL10_B-cell_CLL/lymphoma_10"	"zzzz_BCL10"	"zzzz_BCL10"	"control"
1	5	29	"PLTD_B11"	"Homo_sapiens_allograft_inflammatory_factor_1_transcript_variant_3"	"AIF1"	"AIF1"	"analyte"
1	6	29	"PLTD_B12"	"Homo_sapiens_ABL2_v-abl_Abelson_murine_leukemia_viral_oncogene_homolog_2"	"ABL2"	"ABL2"	"analyte"
1	7	29	"PLTD_C10"	"Homo_sapiens_membrane_protein_palmitoylated_1_55kDa"	"MPP1"	"MPP1"	"analyte"
1	8	29	"PLTD_C11"	"Homo_sapiens_chromosome_9_open_reading_frame_115"	"PTRH1"	"PTRH1"	"analyte"
1	9	29	"PLTD_C12"	"Homo_sapiens_adenylate_kinase_1"	"AK1"	"AK1"	"analyte"
1	10	29	"PLTD_D10"	"Homo_sapiens_zinc_finger_protein_147_(estrogen-responsive_finger_protein)"	"zzzz_TRIM25"	"zzzz_TRIM25"	"control"
1	11	29	"PLTD_D11"	"Homo_sapiens_GTP_binding_protein_1"	"GTPBP1"	"GTPBP1"	"analyte"
1	12	29	"PLTD_D12"	"Homo_sapiens_TFIIA-alpha/beta-like_factor_transcript_variant_1"	"zzzz_GTF2A1L"	"zzzz_GTF2A1L"	"control"
1	13	29	"PLTD_E10"	"Homo_sapiens_thymidine_kinase_1_soluble"	"TK1"	"TK1"	"analyte"
1	14	29	"PLTD_E11"	"Homo_sapiens_myotubularin_related_protein_2_transcript_variant_1"	"MTMR2"	"MTMR2"	"analyte"
1	15	29	"PLTD_E12"	"Homo_sapiens_creatine_kinase_muscle"	"CKM"	"CKM"	"analyte"
1	16	29	"PLTD_F10"	"Homo_sapiens_transcriptional_co-activator_with_PDZ-binding_motif_(TAZ)"	"zzzz_WWTR1"	"zzzz_WWTR1"	"control"
1	17	29	"PLTD_F11"	"Homo_sapiens_immunoglobulin_heavy_constant_gamma_1_(G1m_marker)"	"IGHG1"	"IGHG1"	"analyte"
1	18	29	"PLTD_F12"	"Homo_sapiens_NFX1_nuclear_transcription_factor_X-box_binding_1"	"zzzz_NFX1"	"zzzz_NFX1"	"control"
1	19	29	"PLTD_G10"	"Homo_sapiens_ribokinase"	"RBKS"	"RBKS"	"analyte"
1	20	29	"PLTD_G11"	"Homo_sapiens_nuclear_receptor_coactivator_5"	"NCOA5"	"NCOA5"	"analyte"
1	21	29	"PLTD_G12"	"Homo_sapiens_hexokinase_2"	"HK2"	"HK2"	"analyte"
1	22	29	"PLTD_H10"	"Homo_sapiens_lamin_A/C_transcript_variant_2"	"zzzz_LMNA"	"zzzz_LMNA"	"control"
1	23	29	"PLTD_H11"	"Homo_sapiens_COMM_domain_containing_3"	"COMMD3"	"COMMD3"	"analyte"
1	24	29	"PLTD_H12"	"Homo_sapiens_polymerase_(RNA)_II_(DNA_directed)_polypeptide_E_25kDa"	"zzzz_POLR2E"	"zzzz_POLR2E"	"control"
1	25	29	"PLTD_I10"	"Homo_sapiens_epidermal_growth_factor_receptor_(erythroblastic_leukemia_viral_(v-erb-b)_oncogene_homolog_avian)"	"EGFR_ext"	"EGFR_ext"	"analyte"
1	26	29	"PLTD_I11"	"Homo_sapiens_non-metastatic_cells_6_protein_expressed_in_(nucleoside-diphosphate_kinase)"	"NME6"	"NME6"	"analyte"
1	27	29	"PLTD_I12"	"Homo_sapiens_EPH_receptor_A3"	"EPHA3_ext"	"EPHA3_ext"	"analyte"
1	28	29	"PLTD_J10"	"Homo_sapiens_MAP3K14_mitogen-activated_protein_kinase_kinase_kinase_14"	"zzzz_MAP3K14"	"zzzz_MAP3K14"	"control"
1	29	29	"PLTD_J11"	"Homo_sapiens_SGOL1_shugoshin-like_1_(S._pombe)"	"SGO1"	"SGO1"	"analyte"
1	30	29	"PLTD_J12"	"Homo_sapiens_PDK2_pyruvate_dehydrogenase_kinase_isozyme_2"	"zzzz_PDK2"	"zzzz_PDK2"	"control"
1	31	29	"PLTD_K10"	"Homo_sapiens_v-kit_Hardy-Zuckerman_4_feline_sarcoma_viral_oncogene_homolog"	"KIT_ext"	"KIT_ext"	"analyte"
1	32	29	"PLTD_K11"	"Homo_sapiens_PBX/knotted_1_homeobox_1_transcript_variant_1"	"PKNOX1"	"PKNOX1"	"analyte"
1	33	29	"PLTD_K12"	"Homo_sapiens_neurotrophic_tyrosine_kinase_receptor_type_3_transcript_variant_3"	"NTRK3_ext"	"NTRK3_ext"	"analyte"
1	34	29	"PLTD_L10"	"Homo_sapiens_YY1_associated_factor_2"	"zzzz_YAF2"	"zzzz_YAF2"	"control"
1	35	29	"PLTD_L11"	"Homo_sapiens_growth_arrest-specific_2_transcript_variant_2"	"GAS2"	"GAS2"	"analyte"
1	36	29	"PLTD_L12"	"Homo_sapiens_KLF11_Kruppel-like_factor_11"	"zzzz_KLF11"	"zzzz_KLF11"	"control"
1	37	29	"PLTD_M10"	"Homo_sapiens_muscle_skeletal_receptor_tyrosine_kinase_(MUSK)"	"MUSK"	"MUSK"	"analyte"
1	38	29	"PLTD_M11"	"Homo_sapiens_cullin_4A_transcript_variant_1"	"CUL4A"	"CUL4A"	"analyte"
1	39	29	"PLTD_M12"	"Homo_sapiens_PFTAIRE_protein_kinase_1_(PFTK1)_OriGene_unique_variant_1"	"CDK14"	"CDK14"	"analyte"
1	40	29	"PLTD_N10"	"Homo_sapiens_CDC28_protein_kinase_regulatory_subunit_1B"	"CKS1B"	"CKS1B"	"analyte"
1	41	29	"PLTD_N11"	"Homo_sapiens_EPAS1_endothelial_PAS_domain_protein_1"	"EPAS1"	"EPAS1"	"analyte"
1	42	29	"PLTD_N12"	"Homo_sapiens_baculoviral_IAP_repeat-containing_7_(livin)_transcript_variant_1"	"BIRC7"	"BIRC7"	"analyte"
1	43	29	"PLTD_O10"	"Homo_sapiens_megakaryocyte-associated_tyrosine_kinase_transcript_variant_1"	"zzzz_MATK"	"zzzz_MATK"	"control"
1	44	29	"PLTD_O11"	"Homo_sapiens_ring_finger_protein_7_transcript_variant_1"	"RNF7"	"RNF7"	"analyte"
1	45	29	"PLTD_O12"	"Homo_sapiens_CSNK1E_casein_kinase_1_epsilon"	"zzzzz_CSNK1E"	"zzzzz_CSNK1E"	"control"
1	46	29	"PLTD_P10"	"Homo_sapiens_BCR_breakpoint_cluster_region"	"BCR"	"BCR"	"analyte"
1	47	29	"PLTD_P11"	"Homo_sapiens_chromosome_6_open_reading_frame_199"	"AK9"	"AK9"	"analyte"
1	48	29	"PLTD_P12"	"Homo_sapiens_TPBG_trophoblast_glycoprotein"	"TPBG"	"TPBG"	"analyte"
1	1	30	"PLTD_A13"	"Homo_sapiens_TAF5-like_RNA_polymerase_II_p300/CBP-associated_factor_(PCAF)-associated_factor_65kDa"	"TAF5L"	"TAF5L"	"analyte"
1	2	30	"PLTD_A14"	"Homo_sapiens_GRM3_glutamate_receptor_metabotropic_3"	"GRM3"	"GRM3"	"analyte"
1	3	30	"PLTD_A15"	"Homo_sapiens_bactericidal/permeability-increasing_protein"	"BPI"	"BPI"	"analyte"
1	4	30	"PLTD_B13"	"Homo_sapiens_platelet-derived_growth_factor_receptor-like"	"PDGFRL"	"PDGFRL"	"analyte"
1	5	30	"PLTD_B14"	"Homo_sapiens_related_RAS_viral_(r-ras)_oncogene_homolog_2"	"zzzz_RRAS2"	"zzzz_RRAS2"	"control"
1	6	30	"PLTD_B15"	"Homo_sapiens_pleckstrin_homology-like_domain_family_A_member_1"	"PHLDA1"	"PHLDA1"	"analyte"
1	7	30	"PLTD_C13"	"Homo_sapiens_2'-5'-oligoadenylate_synthetase_2_69/71kDa"	"OAS2"	"OAS2"	"analyte"
1	8	30	"PLTD_C14"	"Homo_sapiens_inositol_134-triphosphate_5/6_kinase"	"ITPK1"	"ITPK1"	"analyte"
1	9	30	"PLTD_C15"	"Homo_sapiens_zinc_finger_protein_169"	"ZNF169"	"ZNF169"	"analyte"
1	10	30	"PLTD_D13"	"Homo_sapiens_zinc_finger_protein_307"	"ZKSCAN4"	"ZKSCAN4"	"analyte"
1	11	30	"PLTD_D14"	"Homo_sapiens_ISL1_transcription_factor_LIM/homeodomain_(islet-1)"	"zzzz_ISL1"	"zzzz_ISL1"	"control"
1	12	30	"PLTD_D15"	"Homo_sapiens_TNIP1_TNFAIP3_interacting_protein_1"	"TNIP1"	"TNIP1"	"analyte"
1	13	30	"PLTD_E13"	"Homo_sapiens_RD_RNA_binding_protein"	"NELFE"	"NELFE"	"analyte"
1	14	30	"PLTD_E14"	"Homo_sapiens_riboflavin_kinase"	"RFK"	"RFK"	"analyte"
1	15	30	"PLTD_E15"	"Homo_sapiens_mitochondrial_ribosomal_protein_L55"	"MRPL55"	"MRPL55"	"analyte"
1	16	30	"PLTD_F13"	"Homo_sapiens_Usher_syndrome_1C_(autosomal_recessive_severe)"	"USH1C"	"USH1C"	"analyte"
1	17	30	"PLTD_F14"	"Homo_sapiens_retinoid_X_receptor_gamma"	"zzzz_RXRG"	"zzzz_RXRG"	"control"
1	18	30	"PLTD_F15"	"Homo_sapiens_mitogen-activated_protein_kinase_12"	"MAPK12"	"MAPK12"	"analyte"
1	19	30	"PLTD_G13"	"Homo_sapiens__Homo_sapiens_cDNA"	"CARD8"	"CARD8"	"analyte"
1	20	30	"PLTD_G14"	"Homo_sapiens_diacylglycerol_kinase_alpha_80kDa_transcript_variant_2"	"DGKA"	"DGKA"	"analyte"
1	21	30	"PLTD_G15"	"Homo_sapiens_sterol_carrier_protein_2_transcript_variant_2"	"SCP2"	"SCP2"	"analyte"
1	22	30	"PLTD_H13"	"Homo_sapiens_heat_shock_10kDa_protein_1_(chaperonin_10)"	"HSPE1"	"HSPE1"	"analyte"
1	23	30	"PLTD_H14"	"Homo_sapiens_uridine_monophosphate_kinase"	"zzzz_UCK2"	"zzzz_UCK2"	"control"
1	24	30	"PLTD_H15"	"Homo_sapiens_oxysterol_binding_protein-like_9_transcript_variant_1"	"OSBPL9"	"OSBPL9"	"analyte"
1	25	30	"PLTD_I13"	"Homo_sapiens_proteasome_(prosome_macropain)_subunit_beta_type_8_(large_multifunctional_protease_7)_transcript_variant_1"	"PSMB8"	"PSMB8"	"analyte"
1	26	30	"PLTD_I14"	"Homo_sapiens_EPHB3_EPH_receptor_B3"	"EPHB3_int"	"EPHB3_int"	"analyte"
1	27	30	"PLTD_I15"	"Homo_sapiens_interferon-induced_protein_35"	"IFI35"	"IFI35"	"analyte"
1	28	30	"PLTD_J13"	"Homo_sapiens_thyroid_hormone_receptor_interactor_3"	"ZNHIT3"	"ZNHIT3"	"analyte"
1	29	30	"PLTD_J14"	"Homo_sapiens_hypothetical_protein_MGC16169"	"zzzz_TBCKL"	"zzzz_TBCKL"	"control"
1	30	30	"PLTD_J15"	"Homo_sapiens_carcinoembryonic_antigen-related_cell_adhesion_molecule_8"	"CEACAM8"	"CEACAM8"	"analyte"
1	31	30	"PLTD_K13"	"Homo_sapiens_mitochondrial_ribosomal_protein_S30"	"MRPS30"	"MRPS30"	"analyte"
1	32	30	"PLTD_K14"	"Homo_sapiens_platelet-derived_growth_factor_receptor_alpha_polypeptide"	"PDGFRA_ext"	"PDGFRA_ext"	"analyte"
1	33	30	"PLTD_K15"	"Homo_sapiens_DNA_fragmentation_factor_45kDa_alpha_polypeptide_transcript_variant_1"	"DFFA"	"DFFA"	"analyte"
1	34	30	"PLTD_L13"	"Homo_sapiens_zinc_finger_matrin_type_2"	"ZMAT2"	"ZMAT2"	"analyte"
1	35	30	"PLTD_L14"	"Homo_sapiens_HOXC9_homeobox_C9"	"zzzz_HOXC9"	"zzzz_HOXC9"	"control"
1	36	30	"PLTD_L15"	"Homo_sapiens_protein_phosphatase_1_regulatory_(inhibitor)_subunit_2_pseudogene_9"	"PPP1R2P9"	"PPP1R2P9"	"analyte"
1	37	30	"PLTD_M13"	"Homo_sapiens_HSCARG_protein"	"NMRAL1"	"NMRAL1"	"analyte"
